21/09/2014 00:00:01

Title: gh2
TrendLog: c:\cmdstn\trendlog\gh2\gh2_1.tlg
Data File: c:\cmdstn\trendlog\gh2\gh2_1.tdt

"Date Time","50-AI-102 ppm","50-AI-103 °C","","","","","","","","","","","","","","","","","","",
"06/09/2014 00:13","376.0","15.6","","","","","","","","","","","","","","","","","","",
"06/09/2014 00:28","376.0","15.2","","","","","","","","","","","","","","","","","","",
"06/09/2014 00:43","376.0","15.2","","","","","","","","","","","","","","","","","","",
"06/09/2014 00:58","376.0","15.6","","","","","","","","","","","","","","","","","","",
"06/09/2014 01:13","376.0","15.2","","","","","","","","","","","","","","","","","","",
"06/09/2014 01:28","376.0","15.4","","","","","","","","","","","","","","","","","","",
"06/09/2014 01:43","376.0","15.0","","","","","","","","","","","","","","","","","","",
"06/09/2014 01:58","376.0","15.6","","","","","","","","","","","","","","","","","","",
"06/09/2014 02:13","376.0","15.4","","","","","","","","","","","","","","","","","","",
"06/09/2014 02:28","368.5","15.6","","","","","","","","","","","","","","","","","","",
"06/09/2014 02:43","376.0","15.0","","","","","","","","","","","","","","","","","","",
"06/09/2014 02:58","376.0","15.0","","","","","","","","","","","","","","","","","","",
"06/09/2014 03:13","376.0","15.6","","","","","","","","","","","","","","","","","","",
"06/09/2014 03:28","376.0","14.9","","","","","","","","","","","","","","","","","","",
"06/09/2014 03:43","376.0","15.4","","","","","","","","","","","","","","","","","","",
"06/09/2014 03:58","376.0","15.2","","","","","","","","","","","","","","","","","","",
"06/09/2014 04:13","368.5","15.4","","","","","","","","","","","","","","","","","","",
"06/09/2014 04:28","368.5","15.2","","","","","","","","","","","","","","","","","","",
"06/09/2014 04:43","368.5","15.0","","","","","","","","","","","","","","","","","","",
"06/09/2014 04:58","368.5","15.4","","","","","","","","","","","","","","","","","","",
"06/09/2014 05:13","376.0","15.0","","","","","","","","","","","","","","","","","","",
"06/09/2014 05:28","376.0","15.4","","","","","","","","","","","","","","","","","","",
"06/09/2014 05:43","368.5","15.2","","","","","","","","","","","","","","","","","","",
"06/09/2014 05:58","376.0","18.6","","","","","","","","","","","","","","","","","","",
"06/09/2014 06:13","384.0","18.4","","","","","","","","","","","","","","","","","","",
"06/09/2014 06:28","384.0","19.8","","","","","","","","","","","","","","","","","","",
"06/09/2014 06:43","392.0","20.5","","","","","","","","","","","","","","","","","","",
"06/09/2014 06:58","376.0","20.9","","","","","","","","","","","","","","","","","","",
"06/09/2014 07:13","447.0","20.9","","","","","","","","","","","","","","","","","","",
"06/09/2014 07:28","509.5","20.5","","","","","","","","","","","","","","","","","","",
"06/09/2014 07:43","525.0","20.1","","","","","","","","","","","","","","","","","","",
"06/09/2014 07:58","541.0","20.5","","","","","","","","","","","","","","","","","","",
"06/09/2014 08:13","541.0","21.9","","","","","","","","","","","","","","","","","","",
"06/09/2014 08:28","549.0","22.3","","","","","","","","","","","","","","","","","","",
"06/09/2014 08:43","525.0","22.3","","","","","","","","","","","","","","","","","","",
"06/09/2014 08:58","541.0","22.1","","","","","","","","","","","","","","","","","","",
"06/09/2014 09:13","549.0","22.3","","","","","","","","","","","","","","","","","","",
"06/09/2014 09:28","525.0","22.5","","","","","","","","","","","","","","","","","","",
"06/09/2014 09:43","533.0","22.5","","","","","","","","","","","","","","","","","","",
"06/09/2014 09:58","533.0","22.1","","","","","","","","","","","","","","","","","","",
"06/09/2014 10:13","541.0","21.7","","","","","","","","","","","","","","","","","","",
"06/09/2014 10:28","549.0","21.7","","","","","","","","","","","","","","","","","","",
"06/09/2014 10:43","525.0","22.1","","","","","","","","","","","","","","","","","","",
"06/09/2014 10:58","541.0","21.7","","","","","","","","","","","","","","","","","","",
"06/09/2014 11:13","541.0","23.1","","","","","","","","","","","","","","","","","","",
"06/09/2014 11:28","541.0","23.1","","","","","","","","","","","","","","","","","","",
"06/09/2014 11:43","549.0","23.3","","","","","","","","","","","","","","","","","","",
"06/09/2014 11:58","541.0","23.1","","","","","","","","","","","","","","","","","","",
"06/09/2014 12:13","541.0","23.5","","","","","","","","","","","","","","","","","","",
"06/09/2014 12:28","541.0","23.7","","","","","","","","","","","","","","","","","","",
"06/09/2014 12:43","541.0","22.9","","","","","","","","","","","","","","","","","","",
"06/09/2014 12:58","533.0","24.5","","","","","","","","","","","","","","","","","","",
"06/09/2014 13:13","533.0","27.0","","","","","","","","","","","","","","","","","","",
"06/09/2014 13:28","517.5","24.5","","","","","","","","","","","","","","","","","","",
"06/09/2014 13:43","533.0","23.3","","","","","","","","","","","","","","","","","","",
"06/09/2014 13:58","525.0","24.1","","","","","","","","","","","","","","","","","","",
"06/09/2014 14:13","533.0","23.7","","","","","","","","","","","","","","","","","","",
"06/09/2014 14:28","533.0","23.1","","","","","","","","","","","","","","","","","","",
"06/09/2014 14:43","533.0","23.3","","","","","","","","","","","","","","","","","","",
"06/09/2014 14:58","533.0","22.9","","","","","","","","","","","","","","","","","","",
"06/09/2014 15:13","533.0","22.3","","","","","","","","","","","","","","","","","","",
"06/09/2014 15:28","533.0","22.3","","","","","","","","","","","","","","","","","","",
"06/09/2014 15:43","549.0","22.1","","","","","","","","","","","","","","","","","","",
"06/09/2014 15:58","541.0","22.1","","","","","","","","","","","","","","","","","","",
"06/09/2014 16:13","541.0","22.3","","","","","","","","","","","","","","","","","","",
"06/09/2014 16:28","541.0","22.1","","","","","","","","","","","","","","","","","","",
"06/09/2014 16:43","549.0","21.9","","","","","","","","","","","","","","","","","","",
"06/09/2014 16:58","549.0","22.1","","","","","","","","","","","","","","","","","","",
"06/09/2014 17:13","541.0","22.3","","","","","","","","","","","","","","","","","","",
"06/09/2014 17:28","541.0","22.3","","","","","","","","","","","","","","","","","","",
"06/09/2014 17:43","549.0","21.9","","","","","","","","","","","","","","","","","","",
"06/09/2014 17:58","541.0","17.8","","","","","","","","","","","","","","","","","","",
"06/09/2014 18:13","509.5","16.6","","","","","","","","","","","","","","","","","","",
"06/09/2014 18:28","541.0","16.4","","","","","","","","","","","","","","","","","","",
"06/09/2014 18:43","533.0","16.8","","","","","","","","","","","","","","","","","","",
"06/09/2014 18:58","533.0","16.0","","","","","","","","","","","","","","","","","","",
"06/09/2014 19:13","447.0","16.2","","","","","","","","","","","","","","","","","","",
"06/09/2014 19:28","415.5","16.2","","","","","","","","","","","","","","","","","","",
"06/09/2014 19:43","400.0","16.2","","","","","","","","","","","","","","","","","","",
"06/09/2014 19:58","400.0","16.4","","","","","","","","","","","","","","","","","","",
"06/09/2014 20:13","392.0","16.4","","","","","","","","","","","","","","","","","","",
"06/09/2014 20:28","392.0","16.4","","","","","","","","","","","","","","","","","","",
"06/09/2014 20:43","392.0","16.0","","","","","","","","","","","","","","","","","","",
"06/09/2014 20:58","392.0","16.2","","","","","","","","","","","","","","","","","","",
"06/09/2014 21:13","400.0","16.4","","","","","","","","","","","","","","","","","","",
"06/09/2014 21:28","392.0","16.2","","","","","","","","","","","","","","","","","","",
"06/09/2014 21:43","400.0","15.6","","","","","","","","","","","","","","","","","","",
"06/09/2014 21:58","392.0","16.4","","","","","","","","","","","","","","","","","","",
"06/09/2014 22:13","392.0","16.0","","","","","","","","","","","","","","","","","","",
"06/09/2014 22:28","392.0","15.6","","","","","","","","","","","","","","","","","","",
"06/09/2014 22:43","384.0","15.8","","","","","","","","","","","","","","","","","","",
"06/09/2014 22:58","392.0","15.8","","","","","","","","","","","","","","","","","","",
"06/09/2014 23:13","384.0","15.4","","","","","","","","","","","","","","","","","","",
"06/09/2014 23:28","392.0","15.8","","","","","","","","","","","","","","","","","","",
"06/09/2014 23:43","392.0","15.8","","","","","","","","","","","","","","","","","","",
"06/09/2014 23:58","400.0","15.4","","","","","","","","","","","","","","","","","","",
"07/09/2014 00:13","400.0","15.4","","","","","","","","","","","","","","","","","","",
"07/09/2014 00:28","392.0","15.6","","","","","","","","","","","","","","","","","","",
"07/09/2014 00:43","392.0","15.4","","","","","","","","","","","","","","","","","","",
"07/09/2014 00:58","392.0","15.4","","","","","","","","","","","","","","","","","","",
"07/09/2014 01:13","384.0","15.8","","","","","","","","","","","","","","","","","","",
"07/09/2014 01:28","376.0","15.6","","","","","","","","","","","","","","","","","","",
"07/09/2014 01:43","384.0","15.8","","","","","","","","","","","","","","","","","","",
"07/09/2014 01:58","376.0","15.2","","","","","","","","","","","","","","","","","","",
"07/09/2014 02:13","368.5","15.2","","","","","","","","","","","","","","","","","","",
"07/09/2014 02:28","368.5","15.6","","","","","","","","","","","","","","","","","","",
"07/09/2014 02:43","368.5","15.2","","","","","","","","","","","","","","","","","","",
"07/09/2014 02:58","368.5","16.0","","","","","","","","","","","","","","","","","","",
"07/09/2014 03:13","368.5","15.6","","","","","","","","","","","","","","","","","","",
"07/09/2014 03:28","376.0","15.8","","","","","","","","","","","","","","","","","","",
"07/09/2014 03:43","368.5","15.8","","","","","","","","","","","","","","","","","","",
"07/09/2014 03:58","368.5","15.0","","","","","","","","","","","","","","","","","","",
"07/09/2014 04:13","376.0","15.0","","","","","","","","","","","","","","","","","","",
"07/09/2014 04:28","376.0","15.6","","","","","","","","","","","","","","","","","","",
"07/09/2014 04:43","376.0","15.6","","","","","","","","","","","","","","","","","","",
"07/09/2014 04:58","376.0","15.2","","","","","","","","","","","","","","","","","","",
"07/09/2014 05:13","376.0","15.4","","","","","","","","","","","","","","","","","","",
"07/09/2014 05:28","376.0","15.6","","","","","","","","","","","","","","","","","","",
"07/09/2014 05:43","376.0","15.8","","","","","","","","","","","","","","","","","","",
"07/09/2014 05:58","376.0","18.6","","","","","","","","","","","","","","","","","","",
"07/09/2014 06:13","384.0","19.0","","","","","","","","","","","","","","","","","","",
"07/09/2014 06:28","392.0","20.0","","","","","","","","","","","","","","","","","","",
"07/09/2014 06:43","384.0","20.5","","","","","","","","","","","","","","","","","","",
