16/11/2014 00:00:01

Title: gh2
TrendLog: c:\cmdstn\trendlog\gh2\gh2_1.tlg
Data File: c:\cmdstn\trendlog\gh2\gh2_1.tdt

"Date Time","50-AI-102 ppm","50-AI-103 °C","","","","","","","","","","","","","","","","","","",
"01/11/2014 00:04","407.5","17.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 00:19","407.5","17.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 00:34","407.5","17.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 00:49","407.5","17.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 01:04","407.5","17.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 01:19","400.0","18.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 01:34","392.0","18.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 01:49","392.0","18.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 02:04","384.0","18.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 02:19","384.0","18.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 02:34","384.0","18.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 02:49","384.0","18.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 03:04","384.0","18.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 03:19","384.0","18.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 03:34","384.0","18.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 03:49","384.0","18.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 04:04","376.0","18.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 04:19","376.0","18.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 04:34","376.0","18.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 04:49","376.0","18.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 05:04","384.0","18.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 05:19","392.0","18.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 05:34","392.0","19.0","","","","","","","","","","","","","","","","","","",
"01/11/2014 05:49","400.0","22.5","","","","","","","","","","","","","","","","","","",
"01/11/2014 06:04","384.0","22.9","","","","","","","","","","","","","","","","","","",
"01/11/2014 06:19","407.5","23.5","","","","","","","","","","","","","","","","","","",
"01/11/2014 06:34","478.0","23.7","","","","","","","","","","","","","","","","","","",
"01/11/2014 06:49","525.0","23.9","","","","","","","","","","","","","","","","","","",
"01/11/2014 07:04","541.0","24.1","","","","","","","","","","","","","","","","","","",
"01/11/2014 07:19","549.0","24.5","","","","","","","","","","","","","","","","","","",
"01/11/2014 07:34","541.0","24.9","","","","","","","","","","","","","","","","","","",
"01/11/2014 07:49","556.5","25.0","","","","","","","","","","","","","","","","","","",
"01/11/2014 08:04","533.0","24.9","","","","","","","","","","","","","","","","","","",
"01/11/2014 08:19","541.0","25.0","","","","","","","","","","","","","","","","","","",
"01/11/2014 08:34","556.5","25.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 08:49","533.0","26.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 09:04","533.0","26.0","","","","","","","","","","","","","","","","","","",
"01/11/2014 09:19","533.0","27.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 09:34","541.0","27.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 09:49","549.0","28.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 10:04","556.5","28.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 10:19","533.0","27.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 10:34","541.0","28.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 10:49","541.0","28.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 11:04","541.0","26.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 11:19","533.0","26.0","","","","","","","","","","","","","","","","","","",
"01/11/2014 11:34","525.0","25.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 11:49","525.0","26.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 12:04","533.0","27.0","","","","","","","","","","","","","","","","","","",
"01/11/2014 12:19","525.0","27.0","","","","","","","","","","","","","","","","","","",
"01/11/2014 12:34","525.0","27.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 12:49","525.0","27.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 13:04","525.0","28.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 13:19","541.0","31.3","","","","","","","","","","","","","","","","","","",
"01/11/2014 13:34","525.0","30.0","","","","","","","","","","","","","","","","","","",
"01/11/2014 13:49","525.0","29.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 14:04","533.0","28.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 14:19","533.0","28.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 14:34","533.0","26.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 14:49","509.5","25.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 15:04","517.5","26.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 15:19","517.5","27.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 15:34","517.5","28.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 15:49","517.5","27.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 16:04","533.0","26.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 16:19","525.0","24.9","","","","","","","","","","","","","","","","","","",
"01/11/2014 16:34","525.0","25.0","","","","","","","","","","","","","","","","","","",
"01/11/2014 16:49","525.0","26.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 17:04","509.5","25.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 17:19","509.5","26.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 17:34","509.5","25.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 17:49","509.5","24.3","","","","","","","","","","","","","","","","","","",
"01/11/2014 18:04","501.5","20.9","","","","","","","","","","","","","","","","","","",
"01/11/2014 18:19","447.0","20.5","","","","","","","","","","","","","","","","","","",
"01/11/2014 18:34","400.0","19.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 18:49","368.5","19.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 19:04","360.5","19.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 19:19","337.0","19.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 19:34","329.0","18.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 19:49","337.0","19.0","","","","","","","","","","","","","","","","","","",
"01/11/2014 20:04","337.0","19.2","","","","","","","","","","","","","","","","","","",
"01/11/2014 20:19","345.0","18.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 20:34","345.0","18.0","","","","","","","","","","","","","","","","","","",
"01/11/2014 20:49","352.5","17.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 21:04","360.5","17.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 21:19","360.5","17.8","","","","","","","","","","","","","","","","","","",
"01/11/2014 21:34","360.5","17.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 21:49","360.5","17.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 22:04","360.5","17.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 22:19","360.5","17.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 22:34","360.5","17.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 22:49","360.5","17.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 23:04","360.5","17.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 23:19","360.5","17.4","","","","","","","","","","","","","","","","","","",
"01/11/2014 23:34","360.5","17.6","","","","","","","","","","","","","","","","","","",
"01/11/2014 23:49","352.5","17.2","","","","","","","","","","","","","","","","","","",
