08/06/2014 00:02:04

Title: Untitled
TrendLog: c:\cmdstn\trendlog\gh4\gh4_1.tlg
Data File: c:\cmdstn\trendlog\gh4\gh4_1.tdt

"Date Time","50-AI-30 ppm","50-AI-150 ppm","50-AI-151 °C","","","","","","","","","","","","","","","","","",
"01/04/2014 09:47","549.0","0.0","25.0","","","","","","","","","","","","","","","","","",
"01/04/2014 10:02","564.5","0.0","24.9","","","","","","","","","","","","","","","","","",
"01/04/2014 10:17","541.0","0.0","25.0","","","","","","","","","","","","","","","","","",
"01/04/2014 10:32","556.5","0.0","24.9","","","","","","","","","","","","","","","","","",
"01/04/2014 10:47","556.5","0.0","25.8","","","","","","","","","","","","","","","","","",
"01/04/2014 11:02","556.5","0.0","26.2","","","","","","","","","","","","","","","","","",
"01/04/2014 11:17","556.5","0.0","25.8","","","","","","","","","","","","","","","","","",
"01/04/2014 11:32","549.0","0.0","26.8","","","","","","","","","","","","","","","","","",
"01/04/2014 11:47","564.5","0.0","26.4","","","","","","","","","","","","","","","","","",
"01/04/2014 12:02","533.0","0.0","26.2","","","","","","","","","","","","","","","","","",
"01/04/2014 12:17","541.0","0.0","27.4","","","","","","","","","","","","","","","","","",
"01/04/2014 12:32","533.0","0.0","26.8","","","","","","","","","","","","","","","","","",
"01/04/2014 12:47","533.0","0.0","28.4","","","","","","","","","","","","","","","","","",
"01/04/2014 13:02","525.0","0.0","29.2","","","","","","","","","","","","","","","","","",
"01/04/2014 13:17","533.0","0.0","27.8","","","","","","","","","","","","","","","","","",
"01/04/2014 13:32","525.0","0.0","28.2","","","","","","","","","","","","","","","","","",
"01/04/2014 13:47","533.0","0.0","28.4","","","","","","","","","","","","","","","","","",
"01/04/2014 14:02","533.0","0.0","27.8","","","","","","","","","","","","","","","","","",
"01/04/2014 14:17","533.0","0.0","27.4","","","","","","","","","","","","","","","","","",
"01/04/2014 14:32","541.0","0.0","27.4","","","","","","","","","","","","","","","","","",
"01/04/2014 14:47","556.5","0.0","26.8","","","","","","","","","","","","","","","","","",
"01/04/2014 15:02","556.5","0.0","26.4","","","","","","","","","","","","","","","","","",
"01/04/2014 15:17","556.5","0.0","26.2","","","","","","","","","","","","","","","","","",
"01/04/2014 15:32","556.5","0.0","26.4","","","","","","","","","","","","","","","","","",
"01/04/2014 15:47","541.0","0.0","28.0","","","","","","","","","","","","","","","","","",
"01/04/2014 16:02","541.0","0.0","27.8","","","","","","","","","","","","","","","","","",
"01/04/2014 16:17","541.0","0.0","26.8","","","","","","","","","","","","","","","","","",
"01/04/2014 16:32","556.5","0.0","26.4","","","","","","","","","","","","","","","","","",
"01/04/2014 16:47","572.5","0.0","26.2","","","","","","","","","","","","","","","","","",
"01/04/2014 17:02","549.0","0.0","26.0","","","","","","","","","","","","","","","","","",
"01/04/2014 17:17","541.0","0.0","25.8","","","","","","","","","","","","","","","","","",
"01/04/2014 17:32","549.0","0.0","25.8","","","","","","","","","","","","","","","","","",
"01/04/2014 17:47","541.0","0.0","25.8","","","","","","","","","","","","","","","","","",
"01/04/2014 18:02","556.5","0.0","25.2","","","","","","","","","","","","","","","","","",
"01/04/2014 18:17","462.5","0.0","25.0","","","","","","","","","","","","","","","","","",
"01/04/2014 18:32","431.0","0.0","24.5","","","","","","","","","","","","","","","","","",
"01/04/2014 18:47","415.5","0.0","24.9","","","","","","","","","","","","","","","","","",
"01/04/2014 19:02","400.0","0.0","22.1","","","","","","","","","","","","","","","","","",
"01/04/2014 19:17","423.5","0.0","20.5","","","","","","","","","","","","","","","","","",
"01/04/2014 19:32","431.0","0.0","19.6","","","","","","","","","","","","","","","","","",
"01/04/2014 19:47","431.0","0.0","18.6","","","","","","","","","","","","","","","","","",
"01/04/2014 20:02","447.0","0.0","18.2","","","","","","","","","","","","","","","","","",
"01/04/2014 20:17","447.0","0.0","18.0","","","","","","","","","","","","","","","","","",
"01/04/2014 20:32","439.0","0.0","18.4","","","","","","","","","","","","","","","","","",
