21/09/2014 00:02:03

Title: Untitled
TrendLog: c:\cmdstn\trendlog\gh4\gh4_1.tlg
Data File: c:\cmdstn\trendlog\gh4\gh4_1.tdt

"Date Time","50-AI-30 ppm","50-AI-150 ppm","50-AI-151 °C","","","","","","","","","","","","","","","","","",
"02/08/2014 09:09","564.5","0.0","23.3","","","","","","","","","","","","","","","","","",
"02/08/2014 09:24","564.5","0.0","22.5","","","","","","","","","","","","","","","","","",
"02/08/2014 09:39","564.5","0.0","23.1","","","","","","","","","","","","","","","","","",
"02/08/2014 09:54","564.5","0.0","23.1","","","","","","","","","","","","","","","","","",
"02/08/2014 10:09","556.5","0.0","23.5","","","","","","","","","","","","","","","","","",
"02/08/2014 10:24","549.0","0.0","23.5","","","","","","","","","","","","","","","","","",
"02/08/2014 10:39","541.0","0.0","23.5","","","","","","","","","","","","","","","","","",
"02/08/2014 10:54","549.0","0.0","24.1","","","","","","","","","","","","","","","","","",
"02/08/2014 11:09","549.0","0.0","23.9","","","","","","","","","","","","","","","","","",
"02/08/2014 11:24","549.0","0.0","24.5","","","","","","","","","","","","","","","","","",
"02/08/2014 11:39","541.0","0.0","24.1","","","","","","","","","","","","","","","","","",
"02/08/2014 11:54","549.0","0.0","25.0","","","","","","","","","","","","","","","","","",
"02/08/2014 12:09","549.0","0.0","24.7","","","","","","","","","","","","","","","","","",
"02/08/2014 12:24","556.5","0.0","24.7","","","","","","","","","","","","","","","","","",
"02/08/2014 12:39","564.5","0.0","25.2","","","","","","","","","","","","","","","","","",
"02/08/2014 12:54","564.5","0.0","24.7","","","","","","","","","","","","","","","","","",
"02/08/2014 13:09","564.5","0.0","25.4","","","","","","","","","","","","","","","","","",
"02/08/2014 13:24","556.5","0.0","24.9","","","","","","","","","","","","","","","","","",
"02/08/2014 13:39","564.5","0.0","25.2","","","","","","","","","","","","","","","","","",
"02/08/2014 13:54","556.5","0.0","25.2","","","","","","","","","","","","","","","","","",
"02/08/2014 14:09","549.0","0.0","24.7","","","","","","","","","","","","","","","","","",
"02/08/2014 14:24","541.0","0.0","24.3","","","","","","","","","","","","","","","","","",
"02/08/2014 14:39","556.5","0.0","24.1","","","","","","","","","","","","","","","","","",
"02/08/2014 14:54","549.0","0.0","23.7","","","","","","","","","","","","","","","","","",
"02/08/2014 15:09","549.0","0.0","23.7","","","","","","","","","","","","","","","","","",
"02/08/2014 15:24","564.5","0.0","23.5","","","","","","","","","","","","","","","","","",
"02/08/2014 15:39","564.5","0.0","23.1","","","","","","","","","","","","","","","","","",
"02/08/2014 15:54","564.5","0.0","22.7","","","","","","","","","","","","","","","","","",
"02/08/2014 16:09","564.5","0.0","23.3","","","","","","","","","","","","","","","","","",
"02/08/2014 16:24","564.5","0.0","22.9","","","","","","","","","","","","","","","","","",
"02/08/2014 16:39","580.0","0.0","23.3","","","","","","","","","","","","","","","","","",
"02/08/2014 16:54","588.0","0.0","22.5","","","","","","","","","","","","","","","","","",
"02/08/2014 17:09","596.0","0.0","22.3","","","","","","","","","","","","","","","","","",
"02/08/2014 17:24","588.0","0.0","22.9","","","","","","","","","","","","","","","","","",
"02/08/2014 17:39","603.5","0.0","22.1","","","","","","","","","","","","","","","","","",
"02/08/2014 17:54","596.0","0.0","22.7","","","","","","","","","","","","","","","","","",
"02/08/2014 18:09","580.0","0.0","23.1","","","","","","","","","","","","","","","","","",
"02/08/2014 18:24","580.0","0.0","21.7","","","","","","","","","","","","","","","","","",
"02/08/2014 18:39","572.5","0.0","17.6","","","","","","","","","","","","","","","","","",
"02/08/2014 18:54","494.0","0.0","16.8","","","","","","","","","","","","","","","","","",
"02/08/2014 19:09","447.0","0.0","16.4","","","","","","","","","","","","","","","","","",
"02/08/2014 19:24","423.5","0.0","16.2","","","","","","","","","","","","","","","","","",
"02/08/2014 19:39","415.5","0.0","15.6","","","","","","","","","","","","","","","","","",
"02/08/2014 19:54","407.5","0.0","16.2","","","","","","","","","","","","","","","","","",
"02/08/2014 20:09","415.5","0.0","16.2","","","","","","","","","","","","","","","","","",
"02/08/2014 20:24","423.5","0.0","15.6","","","","","","","","","","","","","","","","","",
"02/08/2014 20:39","415.5","0.0","16.4","","","","","","","","","","","","","","","","","",
"02/08/2014 20:54","423.5","0.0","16.0","","","","","","","","","","","","","","","","","",
"02/08/2014 21:09","423.5","0.0","15.8","","","","","","","","","","","","","","","","","",
"02/08/2014 21:24","423.5","0.0","15.6","","","","","","","","","","","","","","","","","",
"02/08/2014 21:39","423.5","0.0","15.8","","","","","","","","","","","","","","","","","",
"02/08/2014 21:54","431.0","0.0","15.4","","","","","","","","","","","","","","","","","",
"02/08/2014 22:09","431.0","0.0","15.6","","","","","","","","","","","","","","","","","",
"02/08/2014 22:24","431.0","0.0","15.6","","","","","","","","","","","","","","","","","",
"02/08/2014 22:39","423.5","0.0","16.0","","","","","","","","","","","","","","","","","",
"02/08/2014 22:54","423.5","0.0","15.2","","","","","","","","","","","","","","","","","",
"02/08/2014 23:09","423.5","0.0","15.8","","","","","","","","","","","","","","","","","",
"02/08/2014 23:24","431.0","0.0","15.2","","","","","","","","","","","","","","","","","",
"02/08/2014 23:39","431.0","0.0","15.8","","","","","","","","","","","","","","","","","",
"02/08/2014 23:54","423.5","0.0","15.2","","","","","","","","","","","","","","","","","",
"03/08/2014 00:09","423.5","0.0","15.4","","","","","","","","","","","","","","","","","",
"03/08/2014 00:24","431.0","0.0","15.8","","","","","","","","","","","","","","","","","",
"03/08/2014 00:39","431.0","0.0","15.2","","","","","","","","","","","","","","","","","",
"03/08/2014 00:54","431.0","0.0","15.8","","","","","","","","","","","","","","","","","",
"03/08/2014 01:09","431.0","0.0","15.0","","","","","","","","","","","","","","","","","",
"03/08/2014 01:24","431.0","0.0","15.2","","","","","","","","","","","","","","","","","",
"03/08/2014 01:39","431.0","0.0","15.6","","","","","","","","","","","","","","","","","",
"03/08/2014 01:54","431.0","0.0","14.9","","","","","","","","","","","","","","","","","",
"03/08/2014 02:09","431.0","0.0","15.6","","","","","","","","","","","","","","","","","",
"03/08/2014 02:24","423.5","0.0","15.0","","","","","","","","","","","","","","","","","",
"03/08/2014 02:39","423.5","0.0","14.9","","","","","","","","","","","","","","","","","",
"03/08/2014 02:54","423.5","0.0","15.4","","","","","","","","","","","","","","","","","",
"03/08/2014 03:09","423.5","0.0","14.9","","","","","","","","","","","","","","","","","",
"03/08/2014 03:24","423.5","0.0","15.0","","","","","","","","","","","","","","","","","",
"03/08/2014 03:39","423.5","0.0","15.6","","","","","","","","","","","","","","","","","",
"03/08/2014 03:54","423.5","0.0","14.7","","","","","","","","","","","","","","","","","",
"03/08/2014 04:09","423.5","0.0","15.2","","","","","","","","","","","","","","","","","",
"03/08/2014 04:24","423.5","0.0","15.4","","","","","","","","","","","","","","","","","",
"03/08/2014 04:39","415.5","0.0","14.7","","","","","","","","","","","","","","","","","",
"03/08/2014 04:54","423.5","0.0","15.0","","","","","","","","","","","","","","","","","",
"03/08/2014 05:09","415.5","0.0","15.4","","","","","","","","","","","","","","","","","",
"03/08/2014 05:24","415.5","0.0","14.9","","","","","","","","","","","","","","","","","",
"03/08/2014 05:39","415.5","0.0","15.2","","","","","","","","","","","","","","","","","",
"03/08/2014 05:54","415.5","0.0","15.2","","","","","","","","","","","","","","","","","",
"03/08/2014 06:09","415.5","0.0","14.7","","","","","","","","","","","","","","","","","",
"03/08/2014 06:24","407.5","0.0","15.2","","","","","","","","","","","","","","","","","",
"03/08/2014 06:39","423.5","0.0","18.2","","","","","","","","","","","","","","","","","",
"03/08/2014 06:54","525.0","0.0","20.0","","","","","","","","","","","","","","","","","",
"03/08/2014 07:09","580.0","0.0","20.1","","","","","","","","","","","","","","","","","",
"03/08/2014 07:24","603.5","0.0","20.3","","","","","","","","","","","","","","","","","",
"03/08/2014 07:39","611.5","0.0","21.3","","","","","","","","","","","","","","","","","",
"03/08/2014 07:54","580.0","0.0","20.5","","","","","","","","","","","","","","","","","",
"03/08/2014 08:09","611.5","0.0","21.5","","","","","","","","","","","","","","","","","",
"03/08/2014 08:24","611.5","0.0","22.3","","","","","","","","","","","","","","","","","",
"03/08/2014 08:39","603.5","0.0","21.9","","","","","","","","","","","","","","","","","",
"03/08/2014 08:54","611.5","0.0","23.5","","","","","","","","","","","","","","","","","",
"03/08/2014 09:09","596.0","0.0","23.7","","","","","","","","","","","","","","","","","",
"03/08/2014 09:24","596.0","0.0","22.9","","","","","","","","","","","","","","","","","",
"03/08/2014 09:39","596.0","0.0","23.7","","","","","","","","","","","","","","","","","",
"03/08/2014 09:54","588.0","0.0","23.1","","","","","","","","","","","","","","","","","",
"03/08/2014 10:09","588.0","0.0","24.1","","","","","","","","","","","","","","","","","",
"03/08/2014 10:24","588.0","0.0","24.3","","","","","","","","","","","","","","","","","",
"03/08/2014 10:39","588.0","0.0","24.1","","","","","","","","","","","","","","","","","",
"03/08/2014 10:54","580.0","0.0","24.1","","","","","","","","","","","","","","","","","",
"03/08/2014 11:09","580.0","0.0","24.7","","","","","","","","","","","","","","","","","",
"03/08/2014 11:24","580.0","0.0","24.7","","","","","","","","","","","","","","","","","",
"03/08/2014 11:39","580.0","0.0","24.9","","","","","","","","","","","","","","","","","",
"03/08/2014 11:54","588.0","0.0","25.0","","","","","","","","","","","","","","","","","",
"03/08/2014 12:09","580.0","0.0","25.0","","","","","","","","","","","","","","","","","",
"03/08/2014 12:24","635.0","0.0","25.2","","","","","","","","","","","","","","","","","",
"03/08/2014 12:39","650.5","0.0","24.5","","","","","","","","","","","","","","","","","",
"03/08/2014 12:54","619.5","0.0","25.4","","","","","","","","","","","","","","","","","",
"03/08/2014 13:09","603.5","0.0","24.5","","","","","","","","","","","","","","","","","",
"03/08/2014 13:24","603.5","0.0","24.3","","","","","","","","","","","","","","","","","",
"03/08/2014 13:39","603.5","0.0","25.2","","","","","","","","","","","","","","","","","",
"03/08/2014 13:54","611.5","0.0","24.5","","","","","","","","","","","","","","","","","",
"03/08/2014 14:09","611.5","0.0","24.3","","","","","","","","","","","","","","","","","",
"03/08/2014 14:24","603.5","0.0","24.3","","","","","","","","","","","","","","","","","",
"03/08/2014 14:39","611.5","0.0","23.7","","","","","","","","","","","","","","","","","",
"03/08/2014 14:54","603.5","0.0","23.9","","","","","","","","","","","","","","","","","",
"03/08/2014 15:09","611.5","0.0","23.5","","","","","","","","","","","","","","","","","",
