27/07/2014 00:02:04

Title: Untitled
TrendLog: c:\cmdstn\trendlog\gh4\gh4_1.tlg
Data File: c:\cmdstn\trendlog\gh4\gh4_1.tdt

"Date Time","50-AI-30 ppm","50-AI-150 ppm","50-AI-151 °C","","","","","","","","","","","","","","","","","",
"11/06/2014 23:14","470.5","0.0","16.2","","","","","","","","","","","","","","","","","",
"11/06/2014 23:29","478.0","0.0","15.8","","","","","","","","","","","","","","","","","",
"11/06/2014 23:44","478.0","0.0","15.8","","","","","","","","","","","","","","","","","",
"11/06/2014 23:59","478.0","0.0","16.4","","","","","","","","","","","","","","","","","",
"12/06/2014 00:14","478.0","0.0","16.2","","","","","","","","","","","","","","","","","",
"12/06/2014 00:29","478.0","0.0","16.0","","","","","","","","","","","","","","","","","",
"12/06/2014 00:44","478.0","0.0","16.4","","","","","","","","","","","","","","","","","",
"12/06/2014 00:59","478.0","0.0","16.2","","","","","","","","","","","","","","","","","",
"12/06/2014 01:14","462.5","0.0","16.0","","","","","","","","","","","","","","","","","",
"12/06/2014 01:29","470.5","0.0","15.8","","","","","","","","","","","","","","","","","",
"12/06/2014 01:44","470.5","0.0","16.4","","","","","","","","","","","","","","","","","",
"12/06/2014 01:59","462.5","0.0","16.2","","","","","","","","","","","","","","","","","",
"12/06/2014 02:14","454.5","0.0","16.0","","","","","","","","","","","","","","","","","",
"12/06/2014 02:29","454.5","0.0","16.8","","","","","","","","","","","","","","","","","",
"12/06/2014 02:44","454.5","0.0","16.2","","","","","","","","","","","","","","","","","",
"12/06/2014 02:59","454.5","0.0","16.0","","","","","","","","","","","","","","","","","",
"12/06/2014 03:14","462.5","0.0","16.6","","","","","","","","","","","","","","","","","",
"12/06/2014 03:29","454.5","0.0","16.2","","","","","","","","","","","","","","","","","",
"12/06/2014 03:44","454.5","0.0","16.0","","","","","","","","","","","","","","","","","",
"12/06/2014 03:59","454.5","0.0","16.4","","","","","","","","","","","","","","","","","",
"12/06/2014 04:14","454.5","0.0","16.4","","","","","","","","","","","","","","","","","",
"12/06/2014 04:29","454.5","0.0","16.0","","","","","","","","","","","","","","","","","",
"12/06/2014 04:44","447.0","0.0","16.6","","","","","","","","","","","","","","","","","",
"12/06/2014 04:59","447.0","0.0","16.6","","","","","","","","","","","","","","","","","",
"12/06/2014 05:14","439.0","0.0","16.6","","","","","","","","","","","","","","","","","",
"12/06/2014 05:29","439.0","0.0","16.2","","","","","","","","","","","","","","","","","",
"12/06/2014 05:44","447.0","0.0","16.0","","","","","","","","","","","","","","","","","",
"12/06/2014 05:59","439.0","0.0","16.0","","","","","","","","","","","","","","","","","",
"12/06/2014 06:14","509.5","0.0","21.5","","","","","","","","","","","","","","","","","",
