22/06/2014 00:02:03

Title: Untitled
TrendLog: c:\cmdstn\trendlog\gh4\gh4_1.tlg
Data File: c:\cmdstn\trendlog\gh4\gh4_1.tdt

"Date Time","50-AI-30 ppm","50-AI-150 ppm","50-AI-151 °C","","","","","","","","","","","","","","","","","",
"29/04/2014 19:10","439.0","0.0","18.4","","","","","","","","","","","","","","","","","",
"29/04/2014 19:25","431.0","0.0","18.2","","","","","","","","","","","","","","","","","",
"29/04/2014 19:40","439.0","0.0","18.0","","","","","","","","","","","","","","","","","",
"29/04/2014 19:55","431.0","0.0","18.4","","","","","","","","","","","","","","","","","",
"29/04/2014 20:10","439.0","0.0","18.4","","","","","","","","","","","","","","","","","",
"29/04/2014 20:25","439.0","0.0","17.8","","","","","","","","","","","","","","","","","",
"29/04/2014 20:40","439.0","0.0","17.8","","","","","","","","","","","","","","","","","",
"29/04/2014 20:55","431.0","0.0","18.0","","","","","","","","","","","","","","","","","",
"29/04/2014 21:10","431.0","0.0","18.2","","","","","","","","","","","","","","","","","",
"29/04/2014 21:25","431.0","0.0","18.2","","","","","","","","","","","","","","","","","",
"29/04/2014 21:40","439.0","0.0","17.6","","","","","","","","","","","","","","","","","",
"29/04/2014 21:55","431.0","0.0","17.4","","","","","","","","","","","","","","","","","",
"29/04/2014 22:10","431.0","0.0","18.0","","","","","","","","","","","","","","","","","",
"29/04/2014 22:25","431.0","0.0","17.8","","","","","","","","","","","","","","","","","",
"29/04/2014 22:40","431.0","0.0","17.4","","","","","","","","","","","","","","","","","",
"29/04/2014 22:55","439.0","0.0","17.0","","","","","","","","","","","","","","","","","",
"29/04/2014 23:10","439.0","0.0","18.0","","","","","","","","","","","","","","","","","",
"29/04/2014 23:25","431.0","0.0","17.8","","","","","","","","","","","","","","","","","",
"29/04/2014 23:40","431.0","0.0","17.6","","","","","","","","","","","","","","","","","",
"29/04/2014 23:55","431.0","0.0","17.4","","","","","","","","","","","","","","","","","",
"30/04/2014 00:10","439.0","0.0","17.8","","","","","","","","","","","","","","","","","",
"30/04/2014 00:25","423.5","0.0","17.8","","","","","","","","","","","","","","","","","",
"30/04/2014 00:40","431.0","0.0","17.6","","","","","","","","","","","","","","","","","",
"30/04/2014 00:55","431.0","0.0","17.6","","","","","","","","","","","","","","","","","",
"30/04/2014 01:10","423.5","0.0","17.6","","","","","","","","","","","","","","","","","",
"30/04/2014 01:25","431.0","0.0","17.6","","","","","","","","","","","","","","","","","",
"30/04/2014 01:40","423.5","0.0","17.4","","","","","","","","","","","","","","","","","",
"30/04/2014 01:55","431.0","0.0","17.8","","","","","","","","","","","","","","","","","",
"30/04/2014 02:10","431.0","0.0","17.6","","","","","","","","","","","","","","","","","",
"30/04/2014 02:25","431.0","0.0","17.4","","","","","","","","","","","","","","","","","",
"30/04/2014 02:40","431.0","0.0","17.8","","","","","","","","","","","","","","","","","",
"30/04/2014 02:55","431.0","0.0","17.8","","","","","","","","","","","","","","","","","",
"30/04/2014 03:10","431.0","0.0","17.6","","","","","","","","","","","","","","","","","",
"30/04/2014 03:25","431.0","0.0","17.4","","","","","","","","","","","","","","","","","",
"30/04/2014 03:40","431.0","0.0","17.8","","","","","","","","","","","","","","","","","",
"30/04/2014 03:55","431.0","0.0","17.6","","","","","","","","","","","","","","","","","",
"30/04/2014 04:10","431.0","0.0","17.6","","","","","","","","","","","","","","","","","",
"30/04/2014 04:25","423.5","0.0","17.8","","","","","","","","","","","","","","","","","",
"30/04/2014 04:40","431.0","0.0","17.6","","","","","","","","","","","","","","","","","",
"30/04/2014 04:55","431.0","0.0","17.6","","","","","","","","","","","","","","","","","",
"30/04/2014 05:10","423.5","0.0","17.8","","","","","","","","","","","","","","","","","",
"30/04/2014 05:25","431.0","0.0","17.4","","","","","","","","","","","","","","","","","",
"30/04/2014 05:40","431.0","0.0","17.8","","","","","","","","","","","","","","","","","",
"30/04/2014 05:55","431.0","0.0","17.6","","","","","","","","","","","","","","","","","",
"30/04/2014 06:10","470.5","0.0","21.7","","","","","","","","","","","","","","","","","",
"30/04/2014 06:25","572.5","0.0","23.5","","","","","","","","","","","","","","","","","",
"30/04/2014 06:40","572.5","0.0","22.9","","","","","","","","","","","","","","","","","",
"30/04/2014 06:55","549.0","0.0","24.1","","","","","","","","","","","","","","","","","",
"30/04/2014 07:10","580.0","0.0","23.5","","","","","","","","","","","","","","","","","",
"30/04/2014 07:25","556.5","0.0","23.9","","","","","","","","","","","","","","","","","",
"30/04/2014 07:40","572.5","0.0","23.7","","","","","","","","","","","","","","","","","",
"30/04/2014 07:55","541.0","0.0","23.9","","","","","","","","","","","","","","","","","",
"30/04/2014 08:10","572.5","0.0","23.9","","","","","","","","","","","","","","","","","",
"30/04/2014 08:25","549.0","0.0","24.3","","","","","","","","","","","","","","","","","",
"30/04/2014 08:40","556.5","0.0","24.7","","","","","","","","","","","","","","","","","",
"30/04/2014 08:55","549.0","0.0","24.9","","","","","","","","","","","","","","","","","",
"30/04/2014 09:10","549.0","0.0","25.4","","","","","","","","","","","","","","","","","",
"30/04/2014 09:25","541.0","0.0","25.0","","","","","","","","","","","","","","","","","",
"30/04/2014 09:40","564.5","0.0","25.0","","","","","","","","","","","","","","","","","",
"30/04/2014 09:55","572.5","0.0","25.2","","","","","","","","","","","","","","","","","",
"30/04/2014 10:10","564.5","0.0","24.7","","","","","","","","","","","","","","","","","",
"30/04/2014 10:25","533.0","0.0","24.5","","","","","","","","","","","","","","","","","",
"30/04/2014 10:40","541.0","0.0","25.2","","","","","","","","","","","","","","","","","",
"30/04/2014 10:55","549.0","0.0","24.9","","","","","","","","","","","","","","","","","",
"30/04/2014 11:10","556.5","0.0","25.2","","","","","","","","","","","","","","","","","",
"30/04/2014 11:25","541.0","0.0","25.0","","","","","","","","","","","","","","","","","",
"30/04/2014 11:40","533.0","0.0","26.2","","","","","","","","","","","","","","","","","",
"30/04/2014 11:55","501.5","0.0","25.8","","","","","","","","","","","","","","","","","",
"30/04/2014 12:10","509.5","0.0","25.6","","","","","","","","","","","","","","","","","",
"30/04/2014 12:25","501.5","0.0","26.4","","","","","","","","","","","","","","","","","",
"30/04/2014 12:40","525.0","0.0","25.4","","","","","","","","","","","","","","","","","",
"30/04/2014 12:55","556.5","0.0","25.4","","","","","","","","","","","","","","","","","",
"30/04/2014 13:10","533.0","0.0","26.2","","","","","","","","","","","","","","","","","",
"30/04/2014 13:25","501.5","0.0","25.8","","","","","","","","","","","","","","","","","",
"30/04/2014 13:40","517.5","0.0","27.2","","","","","","","","","","","","","","","","","",
"30/04/2014 13:55","517.5","0.0","27.0","","","","","","","","","","","","","","","","","",
"30/04/2014 14:10","509.5","0.0","27.0","","","","","","","","","","","","","","","","","",
"30/04/2014 14:25","517.5","0.0","26.8","","","","","","","","","","","","","","","","","",
"30/04/2014 14:40","517.5","0.0","26.2","","","","","","","","","","","","","","","","","",
"30/04/2014 14:55","533.0","0.0","25.2","","","","","","","","","","","","","","","","","",
"30/04/2014 15:10","541.0","0.0","25.0","","","","","","","","","","","","","","","","","",
"30/04/2014 15:25","541.0","0.0","24.7","","","","","","","","","","","","","","","","","",
"30/04/2014 15:40","533.0","0.0","24.7","","","","","","","","","","","","","","","","","",
"30/04/2014 15:55","556.5","0.0","24.5","","","","","","","","","","","","","","","","","",
"30/04/2014 16:10","556.5","0.0","24.7","","","","","","","","","","","","","","","","","",
"30/04/2014 16:25","541.0","0.0","24.3","","","","","","","","","","","","","","","","","",
"30/04/2014 16:40","541.0","0.0","24.5","","","","","","","","","","","","","","","","","",
"30/04/2014 16:55","564.5","0.0","23.9","","","","","","","","","","","","","","","","","",
"30/04/2014 17:10","549.0","0.0","23.9","","","","","","","","","","","","","","","","","",
"30/04/2014 17:25","549.0","0.0","24.1","","","","","","","","","","","","","","","","","",
"30/04/2014 17:40","541.0","0.0","24.3","","","","","","","","","","","","","","","","","",
"30/04/2014 17:55","556.5","0.0","24.3","","","","","","","","","","","","","","","","","",
"30/04/2014 18:10","517.5","0.0","19.6","","","","","","","","","","","","","","","","","",
"30/04/2014 18:25","470.5","0.0","18.6","","","","","","","","","","","","","","","","","",
"30/04/2014 18:40","431.0","0.0","18.2","","","","","","","","","","","","","","","","","",
