23/11/2014 00:02:04

Title: Untitled
TrendLog: c:\cmdstn\trendlog\gh4\gh4_1.tlg
Data File: c:\cmdstn\trendlog\gh4\gh4_1.tdt

"Date Time","50-AI-30 ppm","50-AI-150 ppm","50-AI-151 °C","","","","","","","","","","","","","","","","","",
"09/10/2014 00:04","0.0","0.0","17.0","","","","","","","","","","","","","","","","","",
"09/10/2014 00:19","0.0","0.0","17.4","","","","","","","","","","","","","","","","","",
"09/10/2014 00:34","0.0","0.0","17.2","","","","","","","","","","","","","","","","","",
"09/10/2014 00:49","0.0","0.0","17.2","","","","","","","","","","","","","","","","","",
"09/10/2014 01:04","0.0","0.0","17.2","","","","","","","","","","","","","","","","","",
"09/10/2014 01:19","0.0","0.0","17.2","","","","","","","","","","","","","","","","","",
"09/10/2014 01:34","0.0","0.0","16.8","","","","","","","","","","","","","","","","","",
"09/10/2014 01:49","0.0","0.0","16.8","","","","","","","","","","","","","","","","","",
"09/10/2014 02:04","0.0","0.0","16.8","","","","","","","","","","","","","","","","","",
"09/10/2014 02:19","0.0","0.0","16.8","","","","","","","","","","","","","","","","","",
"09/10/2014 02:34","0.0","0.0","16.6","","","","","","","","","","","","","","","","","",
"09/10/2014 02:49","0.0","0.0","16.8","","","","","","","","","","","","","","","","","",
"09/10/2014 03:04","0.0","0.0","17.0","","","","","","","","","","","","","","","","","",
"09/10/2014 03:19","0.0","0.0","16.8","","","","","","","","","","","","","","","","","",
"09/10/2014 03:34","0.0","0.0","16.8","","","","","","","","","","","","","","","","","",
"09/10/2014 03:49","0.0","0.0","16.8","","","","","","","","","","","","","","","","","",
"09/10/2014 04:04","0.0","0.0","17.0","","","","","","","","","","","","","","","","","",
"09/10/2014 04:19","0.0","0.0","17.0","","","","","","","","","","","","","","","","","",
"09/10/2014 04:34","0.0","0.0","16.8","","","","","","","","","","","","","","","","","",
"09/10/2014 04:49","0.0","0.0","16.8","","","","","","","","","","","","","","","","","",
"09/10/2014 05:04","0.0","0.0","16.6","","","","","","","","","","","","","","","","","",
"09/10/2014 05:19","0.0","0.0","16.6","","","","","","","","","","","","","","","","","",
"09/10/2014 05:34","0.0","0.0","16.2","","","","","","","","","","","","","","","","","",
"09/10/2014 05:49","0.0","0.0","16.4","","","","","","","","","","","","","","","","","",
"09/10/2014 06:04","0.0","0.0","16.2","","","","","","","","","","","","","","","","","",
"09/10/2014 06:19","0.0","0.0","16.2","","","","","","","","","","","","","","","","","",
"09/10/2014 06:34","0.0","0.0","16.4","","","","","","","","","","","","","","","","","",
"09/10/2014 06:49","0.0","0.0","16.6","","","","","","","","","","","","","","","","","",
"09/10/2014 07:04","0.0","0.0","16.2","","","","","","","","","","","","","","","","","",
"09/10/2014 07:19","0.0","0.0","16.6","","","","","","","","","","","","","","","","","",
"09/10/2014 07:34","0.0","0.0","16.8","","","","","","","","","","","","","","","","","",
"09/10/2014 07:49","0.0","0.0","17.8","","","","","","","","","","","","","","","","","",
"09/10/2014 08:04","0.0","0.0","20.3","","","","","","","","","","","","","","","","","",
"09/10/2014 08:19","0.0","0.0","22.9","","","","","","","","","","","","","","","","","",
"09/10/2014 08:34","0.0","0.0","23.9","","","","","","","","","","","","","","","","","",
"09/10/2014 08:49","415.5","0.0","24.1","","","","","","","","","","","","","","","","","",
"09/10/2014 09:04","470.5","0.0","24.1","","","","","","","","","","","","","","","","","",
"09/10/2014 09:19","470.5","0.0","24.9","","","","","","","","","","","","","","","","","",
"09/10/2014 09:34","462.5","0.0","24.1","","","","","","","","","","","","","","","","","",
"09/10/2014 09:49","470.5","0.0","25.2","","","","","","","","","","","","","","","","","",
"09/10/2014 10:04","454.5","0.0","25.2","","","","","","","","","","","","","","","","","",
