17/08/2014 00:00:01

Title: Glass House 3
TrendLog: c:\cmdstn\trendlog\gh3\gh3.tlg
Data File: c:\cmdstn\trendlog\gh3\gh3.tdt

"Date Time","50-AI-108 ppm","50-AI-109 °C","50-AI-110 uMol","","","","","","","","","","","","","","","","","",
"28/06/2014 08:14","290.0","20.1","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 08:29","298.0","20.5","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 08:44","313.5","20.9","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 08:59","313.5","20.9","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 09:14","313.5","21.3","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 09:29","337.0","21.7","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 09:44","313.5","22.3","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 09:59","313.5","23.1","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 10:14","313.5","24.1","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 10:29","313.5","24.3","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 10:44","313.5","24.1","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 10:59","313.5","24.9","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 11:14","313.5","24.9","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 11:29","305.5","25.0","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 11:44","313.5","25.0","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 11:59","305.5","25.4","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 12:14","305.5","25.2","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 12:29","290.0","26.4","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 12:44","290.0","26.6","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 12:59","290.0","27.2","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 13:14","298.0","27.4","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 13:29","298.0","26.8","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 13:44","290.0","27.0","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 13:59","290.0","26.6","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 14:14","298.0","26.0","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 14:29","298.0","25.0","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 14:44","298.0","24.1","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 14:59","305.5","23.5","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 15:14","305.5","23.5","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 15:29","305.5","22.9","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 15:44","305.5","22.1","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 15:59","305.5","21.9","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 16:14","305.5","21.7","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 16:29","298.0","21.1","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 16:44","305.5","21.3","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 16:59","298.0","20.9","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 17:14","282.0","20.9","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 17:29","290.0","19.2","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 17:44","313.5","17.2","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 17:59","321.5","16.2","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 18:14","313.5","15.8","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 18:29","313.5","15.6","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 18:44","321.5","15.4","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 18:59","337.0","15.2","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 19:14","329.0","15.0","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 19:29","321.5","14.9","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 19:44","313.5","14.7","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 19:59","305.5","14.5","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 20:14","305.5","14.7","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 20:29","305.5","14.5","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 20:44","313.5","14.5","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 20:59","305.5","14.3","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 21:14","313.5","14.3","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 21:29","305.5","14.3","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 21:44","305.5","14.1","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 21:59","305.5","14.1","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 22:14","313.5","14.1","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 22:29","298.0","14.1","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 22:44","298.0","14.1","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 22:59","305.5","13.9","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 23:14","305.5","13.9","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 23:29","298.0","14.1","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 23:44","298.0","13.5","0.0","","","","","","","","","","","","","","","","","",
"28/06/2014 23:59","305.5","13.9","0.0","","","","","","","","","","","","","","","","","",
