07/09/2014 00:00:01

Title: Glass House 3
TrendLog: c:\cmdstn\trendlog\gh3\gh3.tlg
Data File: c:\cmdstn\trendlog\gh3\gh3.tdt

"Date Time","50-AI-108 ppm","50-AI-109 °C","50-AI-110 uMol","","","","","","","","","","","","","","","","","",
"19/07/2014 09:09","329.0","20.7","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 09:24","321.5","20.7","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 09:39","313.5","21.3","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 09:54","321.5","21.7","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 10:09","321.5","22.3","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 10:24","321.5","22.1","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 10:39","321.5","21.9","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 10:54","313.5","21.5","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 11:09","305.5","21.7","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 11:24","321.5","21.1","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 11:39","313.5","21.5","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 11:54","313.5","21.5","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 12:09","313.5","21.1","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 12:24","313.5","22.3","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 12:39","305.5","21.5","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 12:54","313.5","21.3","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 13:09","313.5","21.5","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 13:24","313.5","22.5","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 13:39","313.5","21.7","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 13:54","313.5","21.5","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 14:09","313.5","21.3","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 14:24","313.5","21.9","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 14:39","313.5","21.3","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 14:54","321.5","21.3","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 15:09","321.5","21.3","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 15:24","313.5","21.5","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 15:39","321.5","21.1","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 15:54","329.0","20.9","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 16:09","329.0","20.9","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 16:24","329.0","20.9","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 16:39","321.5","20.7","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 16:54","305.5","20.5","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 17:09","313.5","20.3","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 17:24","329.0","20.3","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 17:39","337.0","20.1","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 17:54","337.0","20.3","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 18:09","345.0","17.4","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 18:24","360.5","16.4","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 18:39","368.5","15.6","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 18:54","360.5","15.4","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 19:09","352.5","15.2","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 19:24","345.0","15.0","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 19:39","345.0","14.7","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 19:54","337.0","14.9","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 20:09","337.0","14.5","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 20:24","329.0","14.5","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 20:39","337.0","14.5","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 20:54","345.0","14.3","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 21:09","337.0","14.5","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 21:24","337.0","14.5","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 21:39","337.0","14.3","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 21:54","329.0","14.1","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 22:09","345.0","14.3","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 22:24","337.0","14.1","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 22:39","337.0","14.3","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 22:54","337.0","14.1","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 23:09","337.0","13.9","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 23:24","337.0","13.7","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 23:39","337.0","13.9","0.0","","","","","","","","","","","","","","","","","",
"19/07/2014 23:54","337.0","13.7","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 00:09","337.0","13.7","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 00:24","337.0","13.7","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 00:39","337.0","13.7","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 00:54","337.0","13.7","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 01:09","337.0","13.5","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 01:24","337.0","13.5","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 01:39","329.0","13.5","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 01:54","337.0","13.5","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 02:09","337.0","13.5","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 02:24","329.0","13.5","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 02:39","337.0","13.7","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 02:54","329.0","13.7","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 03:09","329.0","13.7","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 03:24","337.0","13.7","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 03:39","329.0","13.7","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 03:54","337.0","13.5","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 04:09","337.0","13.7","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 04:24","337.0","13.5","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 04:39","337.0","13.3","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 04:54","329.0","13.7","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 05:09","337.0","13.7","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 05:24","329.0","13.9","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 05:39","337.0","13.9","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 05:54","329.0","13.9","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 06:09","337.0","16.4","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 06:24","337.0","17.8","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 06:39","321.5","18.6","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 06:54","329.0","18.8","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 07:09","345.0","19.2","0.0","","","","","","","","","","","","","","","","","",
"20/07/2014 07:24","345.0","19.6","0.0","","","","","","","","","","","","","","","","","",
